,0
2042,"Unsere täglich aktualisierten #Corona-Fallzahlen für #Berlin und #Brandenburg jetzt auch mit Updates zu ""Wie viele Menschen schon gegen Sars-Cov-2 geimpft sind"" @username \n\n "
2043,Hoffentlich werden auch solche Scharlatane bald ihrer gerechten Strafe zugeführt... #lockdownfuerimmer #coronavirus #Covid #allesdichtmachen 
2044,"Mit 1,4 Mrd. Einwohnern hat China tatsächlich zwei ""Coronatote"" unbekannten Alters zu beklagen.\n\nChinas Strategie, die westliche Kultur mit solchem Nonsens plattzumachen, verfängt allerdings nicht mehr. Gut so!\n "
2045,Europäische Forschungskooperation im ERC Synergy Grant WATCH: Forschende der @username finden neue therapeutische Ziele in der Blut-Hirn-Schranke bei Stoffwechselkrankheiten und COVID-19 #COVID19 #obesity #diabetes
2046,Die #WHO warnt vor der Verbreitung des #Coronavirus in Schulen. Die Weltgesundheitsorganisation will bald konkrete Vorschläge vorlegen. Eine #Maskenpflicht reicht aus ihrer Sicht nicht aus. 
2047,#Zivilprozess: Modernisierung des Zivilverfahrens #Digitalisierung #SARSCoV2 #Coronavirus #Covid19DE #eAkte
2048,"Der moralisch makellose neue Mensch: Ernährung vegan, fährt nur Fahrrad, ist 4x gegen #COVID19 geimpft, trägt ständig #Maske , schaut keine #WM2022, findet #Klimakleber toll und ist auch sonst beziehungsunfähig."
2049,Schon komisch in Kirgistan ost es Koruptuon. Bei uns heißt es der Herbstvorbereitungen auf die neue Welle. 
2050,"Manche Menschen entwickeln nach einer Coronainfektion Langzeitbeschwerden. Wie kommt das? Langsam mehren sich die Hinweise darauf, dass Virusreserevoirs im Körper dazu beitragen könnten – unter anderem im Darm und im Gehirn. #Covid19 "
2051,"""nicht bald nur noch"" ist doch kompletter Quatsch, verehrte @username Bislang darf *niemand* ins Restaurant! "
2052,"Gute Nachrichten für #Impffanatiker: #Pfizer-Chef kündigt #Impfung Nummer 4 bis unendlich an. Dann können #Spahn und Co. ja schon mal ein paar Milliarden bereitstellen, sofern nicht alle Steuermittel für die Aufnahme neuer Flüchtlinge draufgehen…. "
2053,Die Zahlen steigen munter weiter und es ist kein Ende in Sicht. Inzwischen hab ich keine Kraft mehr um Angst vor einer Ansteckung mit Covid19 zu haben. Ich rechne fast täglich damit. Ich bin müde und erschöpft. Ich fühl mich gefangen in einem Albtraum der nicht endet.
2054,Indien: 200.739 Corona-Neuinfektionen binnen 24 Stunden #Coronavirus #Indien #Infektionszahlen #Rekord
2055,"Ein Hausarzt in Kesselsdorf bekommt seine 400 #CoronaSN-Astra-Dosen nicht los. Impft notfalls auch U60, wenn man unterschreibt. Auch Leute aus #Dresden können kommen (15-30 min Fahrzeit). Wer also Termin sucht, Doktor Michael Klug kontaktieren! "
2056,"Es kursieren derzeit einige ""Statistiken"" zur Übersterblichkeit, die von Impfskeptikern in einen angeblichen Zusammenhang mit der COVID-19 Impfung gesetzt werden.\nFakt ist aber, dass es dort, wo viele Menschen gegen COVID-19 geimpft sind weniger Todesfälle gibt.\n#ImpfenSchuetzt "
2057,"Respekt, gute Vorhersage! #Omikron "
2058,"Herr @username stringenter Plan ist es ohne Frage die Durchseuchung durch Abschaffung der #Maskenpflicht im ÖPNV und Flugzeugen nicht abebben zu lassen.\nIst Ihnen dabei das Ausmaß bewusst, mit dem Sie\n-ich sag es mal im FDP Sprech-\nHumankapital vernichten?\n#Wissing #COVID19"
2059,"Im deutschen Gesundheitssektor hat eine Diskussion darüber begonnen, ob an den Kliniken wegen der steigenden Zahl an Beatmungspatienten sogenannte ""Triage""-Entscheidungen erforderlich werden:\n #COVID19 #Corona #coronavirus #Triage #Zittau"
2060,10.000 Soldaten der #Bundeswehr für Schnelltests in Alten- und Pflegeheimen. Die #Digitalbranche erholt sich. #Berlin will flächendeckende Schnelltests an Schulen. #Corona-News aus Deutschland 
2061,"Ohje, ich wünsche dir einen milden Verlauf und alles Gute für den Rest der Schwangerschaft!\nEcht blöd, dass es für die 4. keine besondere Empfehlung für Schwangere gibt. Deren Partner*innen erhalten sie nämlich (wenn sonst nix dagegen spricht): (Min 0:53)"
2062,"Da geht noch ein bisschen so weiter. Auch weil es ja so wichtig war, zum Fest der Liebe großzügig zu sein mit dem Verschenken von Viren. "
2063,"Unterwanderung von Recht und Ordnung im Staate #Österreich. Andererseits, von den ursprünglich 80% leicht Erkrankten, 15% Hospitalisierten, 5% Intensinbehandlung sind wir dzt. bei der Aufteilung #COVID19-Infizierten zumindest in OÖ bei 94,25/5/0,75% \n "
2064,"#Kinder können #Coronavirus auch ohne Symptome wochenlang weitergeben! \n\nUS-Studien zeigen, dass die #Virenlast bei Kindern und Jugendlichen besonders hoch ist und dass sie auch ohne Symptome wochenlang unbewusst Viren verbreiten können! @username \n\n "
2065,"5/5\n\nZusammenfassend kann man sagen, dass Covid-19 als Krankheitsbild in den Kliniken, zumindest in RLP, so gut wie keine Rolle mehr spielt. Würde man nicht jeden Patienten testen, würde die aktuelle Welle vermutlich nichtmal auffallen."
2066,"Kommt nun drauf an, was Söder unter Bedürftig versteht.. "
2067,EMA gibt grünes Licht für Kinderimpfungen mit Moderna #Coronavirus #Moderna #EMA #CoronaImpfstoff
2068,"#CoronaInfoCH #Coronavirus #COVID19\n13.01. Aktueller Stand sind 490'358 laborbestätigte Fälle, 3'001 mehr als am Vortag. Gemeldete Tests: 29'068 in den letzten 24 Stunden.\n "
2069,"Das bedeutet unter anderem auch, dass es für die verbliebenen Risikogruppen gezielt schwerer gemacht wird, möglichst frühzeitig behandelt zu werden.\nUnd je später Antikörper und Medis eingesetzt werden, desto schlechter wirken sie.\n""Risikogruppen schützen"" am Arsch. "
2070,"Bisher sind weltweit mehr Menschen nach Covid-19 Impfung vom Blitz erschlagen worden, als nachweislich durch die Impfung verstorben. "
2071,"""Was @username daraus gemacht hat, ist eine bemerkenswerte Fehlinterpretation. (...) Es ist vielmehr sogar so, dass Immunologen davon ausgehen, dass eine vierte Impfung keine verbesserte Immunantwort auslösen kann."" Text @username \n\n "
2072,#COVID19 überstanden. Mit Nachfolgen.\nAber immerhin geht's wieder zur Arbeit...
2073,Spektrum der Wissenschaft: »Cluster 5«: Die wahre Gefahr durch das Nerz-Coronavirus der Serie: der gute @username erklärt uns Dinge. 
2074,#Sozialfonds der VG WORT: Zinsloses #Darlehen für Wortautoren und Verleger #Corona #Coronavirus #COVID19 #Fördermittel #Förderung #VGWort 
2075,"Man macht sich vorher übrigens keine Vorstellung, wie stark das die Lebensqualität beeinträchtigt. "
2076,Die fatalen Folgen der Lockerungen und der #Kinderdurchseuchung . 
2077,Wenn Politiker es nicht verstehen - aber trotzdem darüber schreiben. \nEs gibt keine Herdenimmunität bei #SARSCoV2 #COVID19 
2078,"Differenziertes Update der aktuellen #COVID19 Intensivbelegungslage: Der Verlauf der letzten 7 Tage zeigt regional eine Abschwächung des Wachstums, teils sogar einen Abfall. Der Südwesten bleibt weiterhin sehr dynamisch. Der Peak ist aber auch dort hoffentlich bald erreicht. "
2079,"Am 21. September 2022 wurden 559 #Neuinfektionen und 0 Todesfälle in Frankfurt am Main (Kreisfreie Stadt) gemeldet. Die #Inzidenz liegt bei 250,10 . #COVID19 "
2080,"Hass und Hetze gegenüber Ungeimpften war immer falsch und natürlich muss das aufgearbeitet werden, um auf die kommenden Herausforderungen besser vorbereitet zu sein Wir müssen über die „Tyrannei der Ungeimpften“ reden via @username #corona #coronavirus "
2081,Polizei löst Kindergeburtstag mit 30 Gästen auf. \nDie 30 Teilnehmer haben unglaublichweise sämtliche Empfehlungen und Vorschriften zur Eindämmung des Coronavirus ignoriert.\n\n#Lockdown\n\n 
2082,"Vielen Dank @username für das angenehme Interview. Tolles Team, tolle Location. Perfekt. #Covid "
2083,"Wenn Arbeitnehmer Urlaub in Corona-Risikogebieten machen, müssen sie so einiges beachten. Alle Antworten bei uns im Überblick! #Corona #coronavirus #Jobrecht #Risikogebiete #RKI #Infektionen #Urlaub #Sommer #COVID19 #Arbeitnehmer\n\n "
2084,"Jeder der die Studien dazu liest muss sich diesen Gedanken machen. @username kann es sein,dass man die AZ schon viel früher unterschrieben hat und jetzt nicht mehr rauskommt.Ich warte jedenfalls auf Moderna...wer lesen kann ist klar im Vorteil #impfen #Impfstoff #COVID19 "
2085,"„#ImpfschutzFürAlle: Impfschutz auch für schwerbehinderte Menschen außerhalb von Pflegeeinrichtungen #Impfung #Corona #COVID19” - Jetzt unterschreiben! via @username Follis, bitte unterschreibt das hier. Erläuterung im nächsten Tweet."
2086,Trotz Ausgangssperre Punkkonzert in #Rigaer Straße in #berlin. ...der linksradikale Senat machts möglich. Aber #coronavirus-Demonstranten werden niedergestreckt... 
2087,"#COVID19 #Spanien :Die Kanaren, Katalonien, Kastilien-La Mancha, Asturien &amp; Valencia sind ab dem 22.8., 0 Uhr keine #Hochrisikogebiete mehr. Für den Rest Spaniens besteht die #Reisewarnung fort. Beachten Sie die Bestimmungen bei Einreise nach .\nMehr: \n "
2088,"Das Richtige, um zu verstehen, was wir jetzt tun müssen gegen #Covid19 Und gut erklärt ist es auch. Danke für‘s RT \n\n "
2089,GesundheitTäglich aktuelle Corona-Zahlen und Regeln für den Landkreis Hameln-Pyrmont: Hier erfahren Sie die neuesten RKI-Daten zum Coronavirus von 7-Tage-Inzidenz bis Intensivbetten-Auslastung... 
2090,"Chefarzt Dr. Kline sagte, dass fast alle hospitalisierten Kinder sich bei ungeimpften Personen aus der unmittelbaren Umgebung angesteckt hätten. Er berichtet des Weiteren, dass in Louisiana bis zu 31 % der an Covid-19 erkrankten Personen unter 17 Jahre alt sind. (2/x)"
2091,"Aber es wäre ja Handeln gefragt: \nMacht Zombieflughäfen zu Schrebergärten, jetzt! via @username"
2092,"Einsatz ab kommender Woche\nNeben Impfungen sollen in Deutschland in Zukunft auch #monoklonaleAntikörper im Kampf gegen Corona helfen. Gesundheitsminister Spahn hat laut einem Bericht nun das Mittel gekauft, mit dem Ex-US-Präsident Trump behandelt wurde.\n\n "
2093,"Ihr habt das bewusst herbeigeführt.\nDas Labor mit franz Bauplänen 2010 gebaut.\nDie irre Idee vom transmissable Impfstoff, human tissue mice model. Fauci zahlt.\nKrank, schwer krank, was Ihr da abzieht.\n12 monkeya. "
2094,Aktuell aus der Hansestadt #Lübeck am 22.03.2022:\n\nFälle neu: 506\nFälle kumulativ: 36030\n7-Tage-Inzidenz: 1584.9\n\nVerstorbene (kum.): 129\nSterblichkeitsrate: 0.4 %\n\n#SchleswigHolstein #SARSCoV2 #COVID19 #COVID19de
2095,Die Vorbereitungen laufen und das Narrativ wird erstellt. :„Die Corona-Pandemie ist Ostern nicht vorbei“ \n\n#COVID19 @username \n\n 
2096,"Brisante Sieben-Tage-Inzidenzen heute:\nLK Hildburghausen 579,14\nSK Passau 537,84\nLK Passau 378,91\nLK Bautzen 376,97\nLK Erzgebirgskreis 375,87\nLK Regen 339,74\nLK Görlitz 320,11\nSK Nürnberg 307,30\n\n#Coronavirus #COVID19"
2097,"Habt Ihr nicht auch dieses Gefühl? Die Menschen stehen am Strand und staunen, wie sich das Wasser zurückzieht. Sand und Felsen liegen frei. Alles ist still. Am Horizont zeigt sich eine feine weiße Linie.\n#omicron #Covid19"
2098,"Dachte ich noch, dass ich mich weit aus dem Fenster gelehnt habe...\n\nMittlerweile sind im #KreisWesel 149 Menschen am #Coronavirus gestorben. \n\nDamit starben im Januar 77 Menschen an Corona und damit mehr als in den Monaten zuvor.\n\nAllein heute 7. /TN \n "
2099,Der Bundesgesundheitsminister fordert sofortigen Lockdown.\n\nKarl Lauterbach fordert sofortigen Lockdown.\n\nWissenschaftler fordern sofortigen Lockdown.\n\nVerband der Intensivmediziner fordert sofortigen Lockdown.\n\nAUF WESSEN RAT WARTET IHR?\nBATMAN?!\n\n#COVID19 #harterLockdownJetzt
2100,"Dann lassen Sie Ihre geliebten Menschen gefälligst FFP3-Masken tragen. Das nennt sich Eigenverantwortung.\n\nWer von Anderen verlangt, dass sie Masken tragen, damit er nicht krank wird, will auch, dass Andere joggen, damit er abnimmt. "
2101,Hier habe ich die Bedenken gegen die Datengrundlage und die Nutzen-Risiko-Bewertung der Zulassung für an BA.5 angepasste #COVID19-Impfstoffe ausführlicher besprochen:\n 
2102,"Wie anhaltend ist die Immunität gegen saisonale Coronaviren &amp; wie lange ist man nach einer Infektion geschützt? Was kann man daraus für #SARSCoV2 #COVID19 ableiten? Aus aktuellem Anlass hier ein interessantes Paper, was schon Ende 2020 publiziert wurde 1/"
2103,"Im Übrigen halte ich es für maßlos, wenn man seine Interessensgruppe permanent als DAS Volk bezeichnet. Das galt weder seit 2015 für AfD-Anhänger, Euro-Gegner, noch heute für Covid19-Leugner."
2104,Der Bundesgesundheitsminister fordert sofortigen Lockdown.\n\nKarl Lauterbach fordert sofortigen Lockdown.\n\nWissenschaftler fordern sofortigen Lockdown.\n\nVerband der Intensivmediziner fordert sofortigen Lockdown.\n\nAUF WESSEN RAT WARTET IHR?\nBATMAN?!\n\n#COVID19 #harterLockdownJetzt
2105,"Wenn jetzt überall berichtet wird, dass auch geimpfte Personen schwer an COVID-19 erkranken, sollte man dann nicht auch Artikel darüber schreiben, dass auch völlig unalkoholisierte Personen schwere Autounfälle haben?"
2106,"Meinen Dank an nun 50.000 Mitleser (bedankt!) verbinde ich mit der Feststellung, dass die Art und Weise der Umdeutungen um #COVID19 (Maßnahmen bringen und brachten angeblich nichts, Kinder müssten angeblich nicht geschützt werden usw.) ein unfassbares Ausmaß angenommen haben."
2107,Endlich! #Impfung gegen #COVID19 für wohnungs- und obdachlose Menschen in #Hannover über unsere #Wohnungslosenhilfe in unserem #KontaktladenMecki\n \n\n@username @username 
2108,"Immer mehr Menschen wollen kurz vor Weihnachten per Schnelltest ausschließen, dass sie sich mit dem #Coronavirus infiziert haben - und verlangen deshalb schon jetzt Schnelltests bei ihren Hausärzten.\n "
2109,"In Sion (Wallis, CH) zeigt sich, was es heisst, wenn ein Spital an seine Grenzen stösst.\n\nErste Intensivpatienten müssen abgewiesen werden. Ärzte berichten von einem ""ethischen Dilemma"".\n\n#Triage Schweiz #COVID19 #Corona #lockdown\n "
2110,"Eine Epidemie hat 3 Motoren:\n\nA) Freizeit B) Arbeit und C) Schule \n\nLockdown extra-leicht addressierte nur A =&gt; R=1.2 =&gt; exp. Wachstum\n\nJetziger ""Lockdown""addressiert A+C =&gt; R=0.8 =&gt; Halbierung alle 40 Tage (zu langsam)\n\nRichtiger Lockdown A+B+C =&gt; R=0.6 =&gt; Halbierung jede Woche! "
2111,"Viele #Neuinfektionen , aber aktuell nur wenige Härtefälle bei den #COVID19 Erkrankungen. Ob das so bleibt? Die Situation dürfte sich im #Herbst und #Winter wohl wieder ändern, nicht nur in #Hessen. @username #coronavirus \n "
2112,Geimpfte oder Genesene: Wer ist besser gegen Corona geschützt? 
2113,"Raider heisst jetzt Twix, eine Erkältung Covid-19 plus irgendwas und ein Sommer bedeutet Lebensgefahr! Kann man glauben, muss man aber nicht ..."
2114,Ein neuer Booster #Impfstoff gegen #SARSCoV2 wurde zugelassen 
2115,"Aus unseren sehr speziellen Fachgebieten heraus können wir zwar entscheiden, welche Maßnahmen aus virologischer Sicht sinnvoll sind, aber nicht, wie sie sich wirtschaftlich, sozial, kulturell oder gesellschaftlich auswirken. ⁦⁦@username "
2116,"Die Polizei in Hameln hat einen Kindergeburtstag mit 30 Gästen aufgelöst. Um nicht entdeckt zu werden, schloss sich eine Frau mit fünf Kindern in der Toilette ein, wie ein Polizeisprecher sagte. „Die anderen haben sich in Schränken versteckt.“ "
2117,"Audrey Tang @username war früher mal ale der coolsten Perl-HackerInnen, ist nun Taiwans Digitalministerin und erzählt dort über den Weg Taiwans gegen #Covid19 #Corona: "
2118,"#SARSCoV2 #COVID19 #DritteWelle kommt mit Vollgas angerauscht. Wer jetzt lockern, diskutieren oder erst abwägen möchte, hat nach 1 Jahr #Pandemie nichts! verstanden. Man hätte die letzten Monate zur Umsetzung von #NoCovid nutzen können - jetzt braucht es sofort eine #Notbremse."
2119,Die Deutsche Post nimmt wegen der neuen #Corona-Variante keine Paketsendungen nach #Großbritannien und #Irland mehr an. 
2120,"Immer wieder bekomme ich die Frage ""warum sollten sich junge Menschen gegen COVID-19 impfen lassen?"" \n1. damit sie nicht schwer erkranken (viele Junge auf der ITS)!\n2. um Long-COVID zu vermeiden (neue Daten dazu um endlich die Pandemie zu beenden "
2121,#COVID19 #SanMarino : San Marino gilt ab dem 01.11.20 um 00:00 Uhr als #Risikogebiet mit einer #Reisewarnung. Bitte berücksichtigen Sie die Test- bzw. Quarantäneregelungen. \nMehr zu gibt's hier:\n 
2122,Ich möchte lösen: staatliche Übergriffe unter frenetischem Beifall der Medien. Wie eben die letzten beiden Jahre auch. 
2123,Das. Hätten. Wir. Im. Oktober. Schon. Machen. Müssen. Dann. Wäre. Damit. Auch. Alles. Weitgehend. Erledigt. Gewesen. Wie. Doof. Seid. Ihr. Eigentlich. Außerdem reichen 14 Tage jetzt nicht mehr. 
2124,"Ich hatte die Leute, die sich nicht impfen, als ""enthirnt"" bezeichnet und dafür jede Menge Hate abbekommen. Es tut mir leid: Ich habe vergessen zu sagen, dass es darüber hinaus auch einfach nur asozial ist. #COVID19 #Impfpflicht"
2125,"#Virologe #Drosten zur Lage in #Deutschland : „Die #coronavirus -#Pandemie ist Ostern nicht vorbei.“\nEine schnelle Normalisierung werde es nicht geben, aber Besserung sei in Sicht, sagt Drosten. Vorausgesetzt, alle halten sich an die #Regeln.\n "
2126,"#CoronaVirusDE \n300€-Corona Strafe für Zusammenleben mit Partner\nPersonen, die mit ihrem Corona-positiven Partner weiter im selben Haushalt wohnen, bekommen saftige Strafen ins Haus. \n "
2127,"Auch ich möchte mich mit diesem Bild bei allen Ärzten, Pflegekräften, Angestellten in Rehazentren, Gesundheitsämtern und Apotheken sowie auch den Forschungseinrichtungen dafür bedanken, dass Sie sich dieser Pandemie entgegen stemmen. Einfach nur Danke!\nSchöne #Weinachten #COVID19 "
