,0
1540,"In 2017, Maj Gen Wei Chen CCP's presumed biowarfare chief said in a secret meeting 只要有矛.才能研究盾 ""you need a pike to study the shield"" &amp; may have tried to make a universal #CoronaVaccine with genetically-engineered viruses like #COVID19 \n\n#CCPVirus #UnrestrictedBioweapon "
1541,"Get tested, help stop the spread of COVID-19.\n\nFind your local asymptomatic test centre at Those centres are only for you if you have NO COVID symptoms.\n\n#NHSGGC #GetTested #Glasgow #EastRenfrewshire #Renfrewshire "
1542,"The world united is discouraging stigma that HIV positive people faced. Today,the government and corporate institutions are uniting in encouraging stigma towards Covid-19 unvaccinated people."
1543,So here's Boris Johnson admitting in his office's own propaganda video - that the 'miracle' vaccine doesn't actually prevent transmission of the dreaded #coronavirus. Remember when they told the public the #vaccine would set the people free?\n\n From today's @username today: 
1544,ADHD and Working from Home on the All Things ADHD 2.0 Podcast: Did you unexpectedly start working from home during the COVID-19 pandemic? Here's a helpful podcast!\n\nClick to listen: 
1545,"The PM who said it wasn’t a race is doing nothing to equip the population, or the heath workforce, for the marathon ahead. Talking about plans and freedoms is an attempt to project control over his full retreat #auspol #COVID19nsw #COVID19Aus "
1546,"BREAKING: CDC expected to backpedal on masking guidelines and recommend that vaccinated people wear masks indoors in parts of the U.S. where the coronavirus is surging, federal official says. "
1547,#Telangana is majorly underreporting its COVID-19 cases\n\nTNM has collated data from DMHO reports and from local newspapers from across 12 districts for four days in April and found that the data is being downplayed by around 72% !!!\n 
1548,"Shame for Maharashtra Govt , writings of a foreign Kothewalis is more powerful than the True Heroes of India . "
1549,"We report 343* cases of #COVID19 today, bringing #Houston's total to 111,536**. There is one newly-reported deaths, bringing the city’s total at 1,531. (1/3) "
1550,"Almost 60 years ago, #polio was ravaging communities around the world. \n\nToday, #UNICEF and partners like @username &amp; @username have helped eliminate 99.9% of global polio cases!\n\nThe key to stopping the spread of #Covid19? \nStrengthening health systems! v/@username #VaccinesWork "
1551,Step 1. Ignore\nStep 2. Don’t plan\nStep 3. Hope it goes away\nStep 4. Praise your efforts &amp; that more didn’t die\nStep 5. Go back to Step 1\nStep 6. Throw shit against the wall &amp; hope something sticks 
1552,Good morning Africa. Wear a mask. Wash your hands and don't go to crowded places. Be safe COVID-19 is real. 
1553,"Things like this make me question, is it fair or even moral to even get oneself vaccinated, while our parents in countries like INDIA might not even get vaccinated at all ? "
1554,YALL THAT IS MY SON SAYING SAY THAT IN THE BACK?!?!!?!? 
1555,Maybe Lassie can save us? #COVID19 
1556,Teacher librarians play critical roles in student success - especially for college/career preparation. 
1557,"Particularly mealy-mouthed spin from @username here. The right interpretation of its September report isn't ""more mask-wearers are getting infected"" with #sarscov2 but that THE SAME PERCENTAGE of mask- and non-mask wearers became infected -\n\nIn other words, that masks are useless. "
1558,"If you don’t know what to do with it, this Small Business Owner can use it. Thank you dearly! #COVID19 "
1559,#ScottyFromMarketing says he has a plan so where is it?\nFunding for infection control nurses\nAdequate PPE\nStopping casual shifts between NHs\nAdmission of #COVID19 pos patients to hospital\nAlternative staffing for affected NH\nVisiting arrangements\nClear precise plan @username
1560,Study Says People With Mild COVID-19 Symptoms Could Suffer From Long-Term Neurological Damage 
1561,"Serum Institute of India, plans to manufacture &amp; delivery of 100 million doses of COVID-19 vaccines for India &amp; middle-income countries. The ceiling price for this vaccine is around Rs 225 ( US$ 3 ) per dose. @username @username"
1562,"Fauci not only knew that COVID-19 was leaked from a CCP lab, but his NIH FUNDED it! He needs to be FIRED immediately!"
1563,Would love to get an update on this one. 
1564,"Masks with one-way valves or vents allow air to be exhaled through a hole in the material, which can result in expelled respiratory droplets that can reach others. These type of masks don’t prevent the person wearing the mask from transmitting COVID-19 to others. "
1565,"A stark warning from the Alberta Medical Association Pediatrics Section about the removal of COVID-19 testing, tracing and isolating.\n\nIt’s time for this Government to listen. #ableg #abhealth "
1566,"Before #COVID19 “Minister for Home Affairs Peter Dutton gave a speech on March 5 stating: “ … every five minutes a web page shows a child being sexually abused. Australia, I’m sorry to say, contributes to the epidemic of child sexual abuse.”"
1567,Vaccine victims are without a voice in our country due to an act of Congress in 1986. \n\nLet’s change that.\n\nRetweet if you or someone you know has experienced adverse side effects as a result of the COVID-19 shots.
1568,I watched a speech last night where Kamala Harris explicitly linked COVID-19 to race issues and police brutality.\n\nWe need to stop linking medical treatment and politics.\n\nThis is why we are now going into the seventh month of COVID as the rest of the world has moved on.
1569,"I think $2k will do more than $600 to save jobs and lives. Cut out the special interest, and there's more than enough money for it. "
1570,The entire crew of #SarkaruVaariPaata is fully vaccinated and is ready to commence the forthcoming schedule. The producers made it a point to vaccinate the crew in order to cut down the risk of #COVID19 transmission.
1571,"I thought that if I could just get the right title, if I could just get the degree, if I could just secure claims to expertise that I'd have the potential to enact change. But jokes on me because no one actually wants to combat ableism. Cool. 2/2 #AcademicChatter #COVID19"
1572,Is there a bounty to report the people responsible for the deaths of *these* children? 
1573,Twenty states plus DC *have* made a change: \n\nSeven states now allow absentee balloting either requiring no excuse or accepting the coronavirus as an excuse. \n\n/3 
1574,2) Florida though does have over 10x the rate of hospitalizations of kids than US as a whole… so that’s on @username 
1575,"#Conservatives, this is the 'government' YOU elected.\nSo far you've had #ToryIncompetence, #ToryLies, #ToryCronyism, #BrexitDisaster, 126K #COVID19 dead &amp; #torylawbreakers.\nAll on a nationwide, or international, scale.\nNONE of which were in their manifesto.\nWhat next? "
1576,"Protesters and German police clashed over coronavirus measures, with officers using water cannons and pepper spray against people trying to break through police barriers, a German news agency reported.\n\nja Suomessa?"
1577,Info not available on Number of Bodies dumped in Ganga during COVID-19 pandemic \nBut \nThey have info about Number of Mufflers &amp; Sweaters of Arvind Kejriwal \n#SunoYogi 
1578,"Long-distance Lovin', courtesy of COVID-19 "
1579,Challenges you face in life are lot tougher then this COVID-19 Skipper. @username Once a fighter always a fighter. Nation is praying for your speedy recovery. #GetWellSoonSkipper 
1580,"Carole, here he is 15 March 2020:\n""we should acknowledge that many frail old people might see Covid-19 infection as a relatively peaceful end""\n "
1581,There are e.g. @username with @username 
1582,"I’m lost with this “new” EO. I got COVID-19 early March. Donated plasma in May &amp; June. By July, I didn’t have antibodies anymore, so it was useless &amp; was told to stop. What’s new? What’s amazing? \n#PlasmaTherapy"
1583,"Latest worldwide COVID-19 data: 23,575,624 cases, 812,152 deaths.\n\nA 3.44% fatality rate."
1584,When did Nashville become this nutty? 
1585,Amy Ford is a registered nurse who has fought on the front lines of the coronavirus pandemic in New York and Texas.\n \nShe experienced firsthand how President Trump's efforts to expand telehealth at the beginning of the pandemic saved countless lives. #RNC2020
1586,"Wear Mask, Panties &amp; Bra (if applicable )!\nOtherwise Police or Covid19 can take you. "
1587,"LATEST: The U.S. is recording 1,200 new COVID-19 deaths every day, up by about 10% in the last week, according to federal data. "
1588,"Mr. Trump: \nYou will not gain our favor by killing our relatives.\nMost Sincerely,\n-Women of America\nTrump continues bizarre appeals to suburban women as he campaigns in #COVID19 hotspots.\n "
1589,"The Poor will die, and the Rich won't bat an eye. "
1590,"In a truly historical moment, the first batch of COVID-19 vaccines in San Francisco were delivered to us this morning. While we have a long road ahead and a surge to overcome, we are hopeful this is the beginning of the end of this pandemic. "
